,name,address,sido,gugun
384,인천남구용현점,인천 남구 아암대로,인천,남구
385,인천남구학익점,인천 남구 소성로,인천,남구
386,경기시흥시배곧1점,경기 시흥시 배곧4로,경기,시흥시
387,인천남동구만수2점,인천 남동구 만수서로,인천,남동구
388,인천중구운서점,인천 중구 영종대로,인천,중구
389,인천남동구만수1점,인천 남동구 하촌로,인천,남동구
390,인천부평구부평롯데점,인천 부평구 경원대로,인천,부평구
391,인천동구송림점,인천 동구 동산로,인천,동구
392,인천계양구계산중앙점(B),인천 계양구 게양대로,인천,계양구
393,경기부천시상동북부점,경기 부천시 원미구 송내대로,경기,부천시
394,인천부평구산곡점,인천 부평구 화랑남로,인천,부평구
395,인천옹진군백령점,인천 옹진군 백령면 백령로,인천,옹진군
396,경기부천시역곡점,경기 부천시 원미구 역곡로,경기,부천시
397,인천남구주안2점,인천 남구 인주대로,인천,남구
398,경기부천시소사점,경기 부천시 소사구 은성로,경기,부천시
399,인천부평구갈산점(B),인천 부평구 굴포로,인천,부평구
400,경기남양주시오남리점,경기 남양주시 오남읍 진건오남로,경기,남양주시
401,경기남양주시금곡점,경기 남양주시 경춘로,경기,남양주시
402,경기양평군양평점,경기 양평군 양평읍 양근로,경기,양평군
403,경기남양주시사능점,경기 남양주시 진건읍 진건오남로,경기,남양주시
404,경기구리시인창점,경기 구리시 건원대로,경기,구리시
405,경기남양주시덕소점(B),경기 남양주시 와부읍 덕소로,경기,남양주시
406,경기남양주시월산점,경기 남양주시 화도읍 경춘로,경기,남양주시
407,경기가평군청평점,경기 가평군 청평면 잠곡로,경기,가평군
408,경기가평군가평점,경기 가평군 가평읍 석봉로,경기,가평군
409,경기이천시갈산점,경기 이천시 영창로,경기,이천시
410,경기여주시여주점,경기 여주시 여흥로,경기,여주시
411,경기가평군현리점,경기 가평군 하면 현창로,경기,가평군
412,경기남양주시호평점,경기도 남양주시 천마산로,경기도,남양주시
413,경기광주시태전점,경기 광주시 태봉로,경기,광주시
414,경기여주시가남점,경기 여주군 가남면 경충대로,경기,여주군
415,경기남양주시수동점,경기 남양주시 수동면 비룡로,경기,남양주시
416,경기하남시덕풍점,경기 하남시 신평로,경기,하남시
417,경기구리시수택점,경기 구리시 원수택로,경기,구리시
418,경기남양주시도농점,경기 남양주시 미금로,경기,남양주시
419,경기성남시이매점,경기 성남시 분당구 성남대로,경기,성남시
420,경기남양주시별내점,경기 남양주시 별내3로,경기,남양주시
421,서울강동구성내1점,서울 강동구 천호옛길,서울,강동구
422,경기광주시오포2호점,경기 광주시 오포읍 오포로,경기,광주시
423,서울강동구암사2점,서울 강동구 고덕로,서울,강동구
424,경기남양주시평내점,경기 남양주시 경춘로,경기,남양주시
425,경기양평군용두리점,경기 양평군 청운면 용두로,경기,양평군
426,경기남양주시덕소2호점,경기 남양주시 와부읍 수레로,경기,남양주시
427,서울강동구천호2동점,서울 강동구 올림픽로,서울,강동구
428,경기성남시서현점(B),경기 성남시 분당구 중앙공원로,경기,성남시
429,경기성남시정자점,경기 성남시 분당구 백현로,경기,성남시
430,경기성남시정자2호점,경기 성남시 분당구 정자로,경기,성남시
431,서울강동구천호1점,서울 강동구 구천면로,서울,강동구
432,경기가평군북면점,경기 가평군 북면 화악산로,경기,가평군
433,경기광주시신현점,경기 광주시 오포읍 신현로,경기,광주시
434,경기성남시구미점,경기 성남시 분당구,경기,성남시
435,경기하남시신장점,경기 하남시 하남대로,경기,하남시
436,경기남양주시창현점,경기 남양주시 화도읍 수레로,경기,남양주시
437,경기성남시수진점,경기 성남시 수정구 산성대로,경기,성남시
438,경기광주시곤지암점,경기 광주시 곤지암읍 평촌길,경기,광주시
439,경기성남시서판교점,경기 성남시 분당구 판교로,경기,성남시
440,경기남양주시진접지구점,경기 남양주시 진접읍 해밀예당로,경기,남양주시
441,경기광주시광주점,경기 광주시 통미로,경기,광주시
442,경기이천시아미점,경기 이천시 부발읍 경충대로,경기,이천시
443,서울강동구명일점(B),서울 강동구 동남로,서울,강동구
444,경기양평군한화리조트점,경기 양평군 옥천면 신촌길,경기,양평군
445,경기남양주시별내2호점,경기 남양주시 두물로,경기,남양주시
446,경기성남시야탑점,경기 성남시 분당구 매화로,경기,성남시
447,경기이천시관고동점,경기 이천시 영창로,경기,이천시
448,경기여주시오학점,경기 여주시 학동 1길,경기,여주시
449,경기성남시태평점,경기 성남시 수정구 탄리로,경기,성남시
450,경기성남시성남점,경기 성남시 중원구 원터로,경기,성남시
451,경기남양주시천마산점,경기 남양주시 화도읍 먹갓로,경기,남양주시
452,경기구리시교문점,경기 구리시 안골로,경기,구리시
453,경기하남시미사1점,경기도 하남시 미사강변한강로,경기도,하남시
454,경기성남시단대오거리점,경기 성남시 중원구 자혜로,경기,성남시
455,경기성남시상대원점,경기 성남시 중원구 박석로,경기,성남시
456,경기성남시동판교점(B),경기 성남시 분당구 동판교로,경기,성남시
457,경기남양주시다산진건점,경기 남양주시 다산순환로,경기,남양주시
458,서울강동구길동1점,서울 강동구 진황도로,서울,강동구
459,경기성남시수내점(B),경기 성남시 분당구 발이봉북로,경기,성남시
460,경기광주시양벌점,경기 광주시 오포읍 양벌로,경기,광주시
461,서울강동구둔촌점,서울 강동구 천호대로,서울,강동구
462,경기성남시위례중앙점,경기 성남시 수정구 위례서일로 3길,경기,성남시
463,경기남양주시마석점(B),경기 남양주시 화도읍 마석로,경기,남양주시
464,경기남양주시청학점,경기 남양주시 별내면 청학로,경기,남양주시
465,경기남양주시퇴계원점,경기 남양주시 퇴계원면 퇴계원로,경기,남양주시
466,경기성남시산성점,경기도 성남시 수정구 희망로,경기도,성남시
467,서울강동구강일점,서울 강동구 아리수로,서울,강동구
468,경기오산시운암1점,경기 오산시 운천로,경기,오산시
469,경기안산시월피점,경기 안산시 상록구 예술광장로,경기,안산시
470,경기오산시궐동점,경기 오산시 궐동로,경기,오산시
471,경기평택시포승점,경기 평택시 포승읍 여술로,경기,평택시
472,경기화성시안녕점,경기 화성시 화산중앙로,경기,화성시
473,경기안산시초지점,경기 안산시 단원구 초지로,경기,안산시
474,경기화성시향남1지구점,경기 화성시 향남읍 행정서로2길,경기,화성시
475,경기오산시세교신도시점,경기 오산시 오산대역로,경기,오산시
476,경기평택시팽성점(B),경기 평택시 팽성읍 팽성대교길,경기,평택시
477,경기군포시금정점,경기 군포시 당산로,경기,군포시
478,경기군포시대야미점,경기 군포시 대야로,경기,군포시
479,경기수원시영통1호점,경기 수원시 영통구 매영로,경기,수원시
480,경기수원시우만점,경기 수원시 팔달구 중부대로,경기,수원시
481,경기용인시신갈점,경기 용인시 기흥구 용구대로,경기,용인시
482,경기용인시용인1호점,경기 용인시 처인구 중부대로,경기,용인시
483,경기의왕시내손동점,경기 의왕시 복지,경기,의왕시
484,경기의왕시부곡점,경기 의왕시 부곡중앙남길,경기,의왕시
485,경기용인시모현점,경기 용인시 처인구 모현면 백옥대로,경기,용인시
486,경기수원시정자2동점,경기 수원시 장안구 수성로,경기,수원시
487,경기용인시죽전1호점,경기 용인시 수지구 푸른솔로,경기,용인시
488,경기용인시구성점,경기 용인시 기흥구 마북로,경기,용인시
489,경기안산시본오1호점,경기 안산시 상록구 반석로,경기,안산시
490,경기화성시병점1호점,경기 화성시 경기대로,경기,화성시
491,경기안산시신도시점,경기 안산시 단원구 광덕로,경기,안산시
492,경기평택시지산점,경기 평택시 지산로,경기,평택시
493,경기평택시청북점,경기 평택시 청북면 안청로,경기,평택시
494,경기안산시와동점,경기 안산시 단원구 선부로,경기,안산시
495,경기오산시원동갈곶점,경기 오산시 밀머리로,경기,오산시
496,경기용인시상현점,경기 용인시 수지구 만현로,경기,용인시
497,경기용인시수지2지구점,경기 용인시 수지구 정평로,경기,용인시
498,경기용인시풍덕천점,경기 용인시 수지구 풍덕천로,경기,용인시
499,경기평택시이충장당점,경기 평택시 이충로,경기,평택시
500,경기화성시남양점,경기 화성시 남양시장로,경기,화성시
501,경기안산시사동점,경기 안산시 상록구 감골2로,경기,안산시
502,경기화성시향남2지구점,경기 화성시 향남읍 한절이길,경기,화성시
503,경기수원시세류2호점,경기 수원시 권선구 덕영대로,경기,수원시
504,경기용인시서천점,경기 용인시 기흥구 서천서로,경기,용인시
505,경기안산시선부1동점,경기 안산시 단원구 선부광장서로,경기,안산시
506,경기군포시산본역점(B),경기 군포시 쟁골길,경기,군포시
507,경기용인시보라점,경기 용인시 기흥구 한보라로,경기,용인시
508,경기화성시동탄1호점,경기 화성시 동탄반송3길,경기,화성시
509,경기화성시동탄2호점,경기 화성시 동탄반석로,경기,화성시
510,경기수원시곡반정점,경기 수원시 권선구 곡선로,경기,수원시
511,경기수원시매탄2동점,경기 수원시 영통구 산남로,경기,수원시
512,경기용인시백암점,경기 용인시 백암로,경기,용인시
513,경기수원시정자1동점,경기 수원시 장안구 대평로,경기,수원시
514,경기수원시조원점,경기 수원시 장안구 조원로,경기,수원시
515,경기수원시율천점,경기 수원시 장안구 율전로,경기,수원시
516,경기용인시양지점,경기 용인시 처인구 양지면 남곡로,경기,용인시
517,경기화성시팔탄점,경기 화성시 팔탄면 구장길,경기,화성시
518,경기수원시신매탄점,경기 수원시 영통구 매탄로,경기,수원시
519,경기용인시둔전점(B),경기 용인시 처인구 포곡읍 포곡로,경기,용인시
520,경기안산시일동점,경기 안산시 상록구 식물원로,경기,안산시
521,경기용인시죽전2호점,경기 용인시 수지구 죽전로,경기,용인시
522,경기수원시인계점,경기 수원시 팔달구 장다리로,경기,수원시
523,경기화성시동탄청계점,경기 화성시 동탄치 동천로 3길,경기,화성시
524,경기화성시와우리점(B),경기 화성시 봉담읍 와우로,경기,화성시
525,경기평택시세교점,경기 평택시 세교상가길,경기,평택시
526,경기안산시신길지구점,경기 안산시 단원구 도일로,경기,안산시
527,경기화성시봉담점,경기 화성시 봉담읍 오래길,경기,화성시
528,경기용인시강남대점,경기 용인 기흥구 강남동로,경기,용인
529,경기수원시권선점(B),경기 수원시 권선구 권중로,경기,수원시
530,경기용인시흥덕지구점(B),경기 용인시 기흥구 흥덕로,경기,용인시
531,경기평택시비전1호점,경기 평택시 중앙로,경기,평택시
532,경기수원시화서점,경기 수원시 팔달구 팔달로,경기,수원시
533,경기용인시신봉점,경기 용인시 수지구 신봉로,경기,용인시
534,경기수원시광교1호점,경기 수원시 영통구 법조로,경기,수원시
535,경기평택시소사벌점,경기 평택시 비전6길,경기,평택시
536,경기수원시연무점(B),경기 수원시 장안구 연무로,경기,수원시
537,경기안산시본오2호점,경기 안산시 상록구 본원로,경기,안산시
538,경기화성시동탄역점,경기 화성시 동탄대로,경기,화성시
539,경기안산시원곡점,경기 안산시 단원구 원선로,경기,안산시
540,경기수원시화서꽃뫼점(B),경기 수원시 팔달구 일월로,경기,수원시
541,경기수원시고색오목점,경기 수원시 권선구 고산로,경기,수원시
542,경기용인시동백지구점,경기 용인시 기흥구 평촌2로,경기,용인시
543,경기수원시인계중앙점,경기 수원시 팔달구 권광로,경기,수원시
544,경기화성시동탄3호점,경기 화성시 여울로,경기,화성시
545,경기수원시호매실점,경기 수원시 권선구 매실로,경기,수원시
546,경기수원시신영통점,경기 수원시 영통구 태장로,경기,수원시
547,경기평택시용이지구점,경기 평택시 현신로,경기,평택시
548,경기수원시매교세류점(B),경기 수원시 권선구 효원로,경기,수원시
549,경기안산시선부1점,경기 안산시 단원구 화정천서로,경기,안산시
550,경기안산시중앙점(B),경기 안산시 단원구 예술대학로,경기,안산시
551,경기수원시매탄권선점,경기 수원시 영통구 권선로,경기,수원시
552,경기수원시구운탑동점,경기 수원시 권선구 구운로,경기,수원시
553,충남천안시쌍용1점,충남 천안시 서북구 쌍용길,충남,천안시
554,충남천안시두정1점,충남 천안시 서북구 부성길,충남,천안시
555,충남당진군합덕점,충남 당진시 합덕읍 중동길,충남,당진시
556,충남천안시신방1점,충남 천안시 동남구 새말길,충남,천안시
557,충남홍성군홍성점,충남 홍성군 홍성읍 문화로,충남,홍성군
558,충남천안시직산점,충남 천안시 서북구 직산읍 아랫말길,충남,천안시
559,충남천안시구성점,충남 천안시 동남구 삼룡천길,충남,천안시
560,충남계룡시계룡점,충남 계룡시 엄사면 번영로,충남,계룡시
561,충남아산시배방점,충남 아산시 배방읍 배방로,충남,아산시
562,충남아산시용화점,충남 아산시 시민로,충남,아산시
563,충남연기군조치원점,세종시 조치원읍 신흥샛터길,세종시,조치원읍
564,충남아산시신창점,충남 아산시 서부북로,충남,아산시
565,충남천안시병천북면점,충남 천안시 동남구 충절로,충남,천안시
566,충남태안군태안1점,충남 태안군 태안읍 군청길,충남,태안군
567,충남천안시신부점,충남 천안시 동남구 천안천길,충남,천안시
568,충남아산시장존점,충남 아산시 외암로,충남,아산시
569,충남천안시입장점,충남 천안시 서북구 입장면 입장로,충남,천안시
570,충남보령시대천점,충남 보령시 대천로,충남,보령시
571,충남예산군예산점,충남 예산군 예산읍 역전로,충남,예산군
572,충남논산시연무점,충남 논산시 연무읍 연무로,충남,논산시
573,충남천안시안서점,충남 천안시 동남구 중암샛길,충남,천안시
574,충남당진시당진2점,충남 당진시 원당로,충남,당진시
575,충남서천군서면점,충남 서천군 서면 공암남촌길,충남,서천군
576,충남홍성군내포신도시점,충남 홍성군 홍북면 의향로,충남,홍성군
577,충남논산시논산항공학교,충청남도 논산시 노성면 송당리,충청남도,논산시
578,충남천안시신방초원점,충남 천안시 동남구 수곡로,충남,천안시
579,충남당진시석문점,충남 당진시 석문면 대호만로,충남,당진시
580,충남당진시송악점,충남 당진시 송악읍 도고머리길,충남,당진시
581,충남서천군서천점(B),충남 서천군 서천읍 서천로,충남,서천군
582,충남예산군삽교점,충남 예산군 삽교로,충남,예산군
583,충남보령시대천해수욕장점,충남 보령시 해수욕장10길,충남,보령시
584,충남아산시음봉점,충남 아산시 음봉면 음봉로,충남,아산시
585,충남천안시불당점,충남 천안시 서북구 불당길,충남,천안시
586,충남서산시읍내점,충남 서산시 부춘로,충남,서산시
587,충남천안시쌍봉점,충남 천안시 서북구 봉서길,충남,천안시
588,충남서산시성연점,충남 서산시 성연면 성연3로,충남,서산시
589,충남보령시무창포해수욕장점,충남 보령시 웅천읍 열린바다로,충남,보령시
590,충남서산시동문점,충남 서산시 율지8로,충남,서산시
591,충남논산시논산1점(B),충남 논산시 시민로,충남,논산시
592,세종시한솔동세종첫마을점,세종시 누리로,세종시,누리로
593,충남아산시영인점,충남 아산시 영인면 영인로,충남,아산시
594,충남부여군부여점,충남 부여군 부여읍 사비로,충남,부여군
595,충남공주시신관점,충남 공주시 번영로,충남,공주시
596,충남천안시두정대아점,충남 천안시 서북구 두정중길,충남,천안시
597,세종시아름동아름점,세종 보듬로,세종,보듬로
598,충남당진군당진점,충남 당진시 교동길,충남,당진시
599,충남태안군안면점,충남 태안군 안면읍 장터로,충남,태안군
600,세종시대평동보람점,세종특별자치시 시청대로,세종특별자치시,시청대로
601,충남아산시장재점,충남 아산시 배방읍 새아산로,충남,아산시
602,충남천안시성환점,충남 천안시 서북구 성환읍 신선동길,충남,천안시
603,충남천안시신방통정점,충남 천안시 동남구 풍세로,충남,천안시
604,충남공주시중동점(B),충남 공주시 웅진로,충남,공주시
605,충남아산시온천점,충남 아산시 문화로,충남,아산시
606,충남금산군금산점(B),충남 금산군 금산읍 금산로,충남,금산군
607,충북충주시한국교통대점,충북 충주시 대소원면 대학로,충북,충주시
608,충북단양군단양점,충북 단양군 단양읍 삼봉로,충북,단양군
609,충북음성군음성점,충북 음성군 음성읍 시장로,충북,음성군
610,충북충주시수안보점,충북 충주시 수안보면 온천중앙길,충북,충주시
611,경기안성시안성1점(B),경기 안성시 안성맞춤대로,경기,안성시
612,경기안성시홍익점,경기 안성시 금광면 신양복길,경기,안성시
613,충북증평군증평점,충북 증평군 증평읍 충청대로,충북,증평군
614,충북단양군매포읍점,충북 단양군 매포읍 단양로,충북,단양군
615,충북충주시칠금점,충북 충주시 칠금중앙2길,충북,충주시
616,경기안성시중앙대점(B),경기 안성시 대덕면 중앙대학로,경기,안성시
617,충북괴산군괴산점,충북 괴산군 괴산읍 읍내로,충북,괴산군
618,충북음성군생극점,충북 음성군 생극면 음성로,충북,음성군
619,충북제천시제천1점,충북 제천시 숭문로,충북,제천시
620,충북음성군맹동점,충북 음성군 맹동면 덕금로,충북,음성군
621,충북충주시신니면점,충북 충주시 신니면 덕고개로,충북,충주시
622,경기안성시일죽점,경기 안성시 일죽면 금일로,경기,안성시
623,충북제천시신백점,충북 제천시 신백로,충북,제천시
624,충북음성군대소점,충북 음성군 대소면 오태로,충북,음성군
625,충북진천군광혜원점(B),충북 진천군 광혜원면 화랑1길,충북,진천군
626,충북진천군덕산점(B),충북 진천군 덕산면 용몽길,충북,진천군
627,충북음성군맹동혁신도시점,충북 음성군 대하로,충북,음성군
628,충북음성군삼성점(B),충북 음성군 삼성면 덕정로,충북,음성군
629,충북음성군금왕점(B),충북 음성군 금왕읍 무극로,충북,음성군
630,충북충주시충주1점,충북 충주시 금제길,충북,충주시
631,경기안성시공도2점,경기 안성시 공도읍 공도3로,경기,안성시
632,충북충주시충주2점,충북 충주시 형설로,충북,충주시
633,경기안성시죽산점,경기 안성시 죽산면 중부길,경기,안성시
634,충북충주시건대점,충북 충주시 충열길,충북,충주시
635,충북충주시충주3점,충북 충주시 중원대로,충북,충주시
636,충북제천시강제점,충북 제천시 청풍호로,충북,제천시
637,충북진천군진천점,충북 진천군 진천읍 중앙서로,충북,진천군
638,경기안성시동아방송대점,경기 안성시 삼죽면 동아예대길,경기,안성시
639,충북제천시청전점,충북 제천시 의림대로 31길,충북,제천시
640,충북음성군감곡점(B),충북 음성군 감곡면 장감로,충북,음성군
641,충북충주시목행동량점,충북 충주시 행정길,충북,충주시
642,충북청주시용암점,충북 청주시 상당구 낙영로,충북,청주시
643,충북청주시가경1점,충북 청주시 흥덕구 풍년로,충북,청주시
644,충북청주시하복대점,충북 청주시 흥덕구 진재로,충북,청주시
645,충북청주시사직점,충북 청주시 서원구 호국로,충북,청주시
646,대전유성구원내점,대전 유성구 진잠로,대전,유성구
647,대전서구만년점,대전 서구 만년남로,대전,서구
648,대전유성구노은점,대전 유성구 반석로,대전,유성구
649,충북청주시강내점,충북 청주시 흥덕구 강내면 월곡길,충북,청주시
650,대전서구가장내동점,대전 서구 도솔로,대전,서구
651,대전유성구봉명구암점,대전 유성구 대학로,대전,유성구
652,충북청주시율량점,충북 청주시 청원구 공항로,충북,청주시
653,충북옥천군옥천점,충북 옥천군 옥천읍 성신로,충북,옥천군
654,대전동구가양비래점,대전 동구 우암로,대전,동구
655,대전서구갈마점,대전 서구 계룡로,대전,서구
656,대전동구우송대점,대전 동구 동대전로,대전,동구
657,대전유성구송강봉산점,대전 유성구 봉산로,대전,유성구
658,대전중구중촌목동점,대전 중구 목동로,대전,중구
659,대전서구도마점,대전 서구 사마길,대전,서구
660,충북청주시오송점,충북 청주시 흥덕구 오송읍 연제길,충북,청주시
661,충북청주시내수점,충북 청주시 청원구 내수읍 은곡묵방길,충북,청주시
662,대전중구부사점,대전 중구 보문로,대전,중구
663,충북청주시분평점(B),충북 청주시 서원구 1순환로,충북,청주시
664,충북청주시강서가경2점(B),충북 청주시 흥덕구 서현중로,충북,청주시
665,충북청주시용담광장점,충북 청주시 상당구 산성로,충북,청주시
666,대전서구월평점,대전 서구 월평중로,대전,서구
667,충북청주시산남3지구성화점,충북 청주시 서원구 원흥로,충북,청주시
668,대전유성구테크노점,대전 유성구 관들길,대전,유성구
669,대전서구도안신도시점,대전 서구 도안북로,대전,서구
670,대전대덕구법동점,대전 대덕구 계족로,대전,대덕구
671,충북청주시용암2점(B),충북 청주시 상당구 중고개로,충북,청주시
672,대전중구문화점,대전 중구 보문산로,대전,중구
673,충북청주시오창점,충북 청주시 청원구 오창읍 연구단지로,충북,청주시
674,충북청주시산남점,충북 청주시 서원구 수곡로,충북,청주시
675,대전서구행복점,대전 서구 정림서로,대전,서구
676,대전대덕구송촌점(B),대전 대덕구 송촌북로,대전,대덕구
677,충북청주시청대점,충북 청주시 청원구 상당로,충북,청주시
678,대전중구태평점,대전 중구 태평로,대전,중구
679,대전동구용운판암점,대전 동구 동부로,대전,동구
680,대전유성구궁동어은점(B),대전 유성구 농대로,대전,유성구
681,충북보은군보은점,충북 보은군 보은읍 삼산로,충북,보은군
682,충북청주시봉명점,충북 청주시 흥덕구 백봉로,충북,청주시
683,충북영동군영동점,충북 영동군 영동읍 학산영동로,충북,영동군
684,대전대덕구신탄진점,대전 대덕구 신탄진동로,대전,대덕구
685,대전유성구학하덕명점,대전 유성구 학하남로,대전,유성구
686,대전동구가오점,대전 동구 은어송로,대전,동구
687,대전서구탄방점,대전 서구 문정로,대전,서구
688,대전동구한남대막시무스점,대전 대덕구 한남로,대전,대덕구
689,충북청주시개신점,충북 청주시 서원구 신율로,충북,청주시
690,대전유성구전민점,대전 유성구 전민로,대전,유성구
691,충북청주시사천점,충북 청주시 청원구 새터로,충북,청주시
692,대구달성군화원점,대구 달성군 화원읍 화암로,대구,달성군
693,대구북구칠곡1점,대구 북구 대천로,대구,북구
694,경북영주시영주2점,경북 영주시 구성로,경북,영주시
695,대구달서구상인점,대구 달서구 상인로,대구,달서구
696,경북구미시공단비산점,경상북도 구미시 비산로5길,경상북도,구미시
697,경북칠곡군중리점,경북 칠곡군 석적읍 장곡길,경북,칠곡군
698,경북안동시안동점,경북 안동시 서동문로,경북,안동시
699,대구수성구범어점,대구 수성구 범어로,대구,수성구
700,경북칠곡군오태북삼점,경북 칠곡군 북삼읍 금오대로,경북,칠곡군
701,경북영주시풍기점,경북 영주시 풍기읍 동성로,경북,영주시
702,경북구미시상모사곡점,경북 구미시 상사서로,경북,구미시
703,경북구미시봉곡도량점,경북 구미시 도봉로,경북,구미시
704,대구달서구용산1점,대구 달서구 와룡로,대구,달서구
705,대구수성구시지1점,대구 수성구 달구벌대로,대구,수성구
706,대구달서구신월배점,대구 달서구 조암남로,대구,달서구
707,대구동구효목점,대구 동구 효목로,대구,동구
708,경북경산시영대점,경북 경산시 대학로,경북,경산시
709,대구달서구두류광장점,대구 달서구 야외음악당로,대구,달서구
710,경북안동시옥동송현점,경북 안동시 광명로,경북,안동시
711,경북경산시계양사동점,경북 경산시 계양로,경북,경산시
712,경북경산시진량점,경북 경산시 진량읍 영청길,경북,경산시
713,경북상주시함창점,경북 상주시 함창읍 함창시장길,경북,상주시
714,대구남구봉덕점,대구 남구 봉덕로,대구,남구
715,경북청도군청도점,경북 청도군 청도읍 청화로,경북,청도군
716,경북안동시용상점,경북 안동시 경동로,경북,안동시
717,경북김천시아포점,경북 김천시 아포읍 한지길,경북,김천시
718,대구북구태전점(B),대구 북구 구암로,대구,북구
719,경북구미시선산점,경북 구미시 선산읍 남문로,경북,구미시
720,경북영주시휴천점,경북 영주시 대학로,경북,영주시
721,대구수성구시지사월점,대구 수성구 달구벌대로,대구,수성구
722,대구달서구대곡진천점(B),대구 달서구 한실로,대구,달서구
723,대구북구고성동점,대구 북구 옥산로,대구,북구
724,경북김천시김천1점,경북 김천시 김천로,경북,김천시
725,대구동구율하점,대구 동구 율하동로,대구,동구
726,대구동구신천동점,대구 동구 국채보상로,대구,동구
727,대구달서구성당점(B),대구 달서구 감삼남길 ,대구,달서구
728,경북구미시송정원평점,경북 구미시 금오산로,경북,구미시
729,대구남구대명2점,대구 남구 성당시장길,대구,남구
730,경북상주시상주2호점,경북 상주시 동수4길,경북,상주시
731,대구수성구상동점,대구 수성구 수성로,대구,수성구
732,대구달서구대곡역점,대구 달서구 비슬로,대구,달서구
733,대구달성군서재점,대구 달성군 다사읍 서재로,대구,달성군
734,대구달서구신당점,대구 달서구 신당로,대구,달서구
735,경북고령군고령점,경북 고령군 고령읍 시장길,경북,고령군
736,대구동구동호점,대구 동구 동호로,대구,동구
737,대구북구관음읍내동점,대구 북구 칠곡중앙대로,대구,북구
738,대구달성군논공점,대구 달성군 논공읍 논공중앙로,대구,달성군
739,경북김천시덕곡율곡점,경북 김천시 영남대로,경북,김천시
740,대구달성군현풍점,대구 달성군 현풍면 테크노중앙대로,대구,달성군
741,경북경산시서부백천점,경북 경산시 경산로,경북,경산시
742,경북김천시신음삼락점,경북 김천시 시청로,경북,김천시
743,경북예천군예천점,경북 예천군 예천읍 중앙로,경북,예천군
744,대구달성군구지점,대구 달성군 구지면 창리중앙길,대구,달성군
745,대구달성군다사점,대구 달성군 다사읍 대실역북로,대구,달성군
746,대구동구신암동점,대구 동구 신암로,대구,동구
747,경북구미시임수황상점,경북 구미시 인동북길,경북,구미시
748,경북구미시원호도량1동점,경북 구미시 고아읍 문장로,경북,구미시
749,경북의성군의성점,경북 의성군 의성읍 동서1길,경북,의성군
750,대구달서구장기점,대구 달서구 구마로,대구,달서구
